customer_id,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies
4124-MMETB,Yes,Yes,Yes,No,No,No,No,Yes,Yes
5073-WXOYN,No,No,Yes,No,Yes,No,No,Yes,Yes
9851-KIELU,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3804-RVTGV,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
4315-MURBD,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
6400-BWQKW,Yes,Yes,Yes,Yes,No,No,No,No,No
8357-EQXFO,Yes,No,Yes,No,No,Yes,No,Yes,Yes
8436-BJUMM,Yes,Yes,Yes,No,No,No,No,Yes,No
9948-YPTDG,Yes,No,Yes,Yes,Yes,No,No,No,No
4883-QICIH,Yes,No,Yes,No,No,No,No,No,No
9878-TNQGW,Yes,No,Yes,No,No,No,No,No,Yes
4607-CHPCA,Yes,No,Yes,No,No,No,No,Yes,Yes
4081-DYXAV,No,No,Yes,No,No,No,No,Yes,Yes
6270-OMFIW,Yes,No,Yes,No,Yes,No,No,Yes,Yes
5673-FSSMF,Yes,Yes,Yes,No,No,No,No,No,Yes
9866-QEVEE,Yes,Yes,Yes,No,No,No,No,No,Yes
9897-KXHCM,Yes,No,Yes,No,No,No,No,No,Yes
1689-MRZQR,Yes,No,Yes,No,No,No,No,Yes,No
5552-ZNFSJ,Yes,No,Yes,No,No,No,No,No,No
7321-PKUYW,Yes,Yes,Yes,No,No,No,Yes,Yes,No
5027-XWQHA,Yes,No,Yes,No,No,No,No,No,No
0201-OAMXR,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6393-WRYZE,Yes,Yes,Yes,No,No,No,No,Yes,Yes
9415-DPEWS,Yes,Yes,Yes,No,No,No,Yes,Yes,No
3249-ZPQRG,Yes,Yes,Yes,No,Yes,No,No,No,No
3164-AALRN,Yes,No,Yes,No,No,Yes,No,Yes,Yes
4704-ERYFC,Yes,No,Yes,No,No,No,No,No,No
6960-HVYXR,Yes,Yes,Yes,No,No,No,No,No,No
1571-SAVHK,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
5208-HFSBT,Yes,No,Yes,No,Yes,No,Yes,No,No
3703-VAVCL,Yes,No,Yes,No,No,Yes,Yes,No,Yes
3186-BAXNB,Yes,No,Yes,No,Yes,No,Yes,Yes,No
7459-RRWQZ,Yes,Yes,Yes,Yes,No,No,No,No,Yes
3092-IGHWF,Yes,Yes,Yes,No,Yes,Yes,No,No,No
6352-TWCAU,Yes,Yes,Yes,No,No,No,No,Yes,No
1899-VXWXM,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
2058-DCJBE,Yes,No,Yes,No,No,No,No,No,No
6839-ITVZJ,Yes,Yes,Yes,No,Yes,No,Yes,No,No
6097-EQISJ,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
7530-HDYDS,Yes,No,Yes,No,Yes,Yes,Yes,No,No
5922-ABDVO,Yes,Yes,Yes,No,No,Yes,No,No,Yes
9172-ANCRX,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
2485-ITVKB,No,No,Yes,No,No,No,No,No,Yes
1612-EOHDH,Yes,No,Yes,No,No,No,No,No,No
4143-HHPMK,Yes,No,Yes,No,Yes,No,No,No,Yes
3946-MHCZW,Yes,No,Yes,No,No,Yes,No,No,No
5054-IEXZT,Yes,No,Yes,No,Yes,No,No,No,No
8901-HJXTF,No,No,Yes,No,Yes,No,No,No,No
5419-KLXBN,Yes,No,Yes,No,Yes,Yes,No,Yes,No
9828-AOQLM,Yes,No,Yes,No,No,No,No,No,No
3074-GQWYX,Yes,Yes,Yes,No,No,No,No,No,No
6845-RGTYS,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
8305-VHZBZ,Yes,No,No,No,No,No,No,No,No
6173-ITPWD,Yes,Yes,Yes,No,Yes,Yes,No,No,No
3177-LASXD,Yes,No,Yes,No,No,No,No,No,No
4897-QSUYC,Yes,No,No,No,No,No,No,No,No
2955-BJZHG,Yes,No,Yes,No,No,No,No,Yes,No
3106-ULWFW,Yes,Yes,Yes,No,No,No,No,No,Yes
0925-VYDLG,Yes,Yes,Yes,No,No,No,No,No,No
4349-GFQHK,Yes,Yes,Yes,No,No,Yes,No,No,No
8035-BUYVG,No,No,Yes,Yes,Yes,Yes,No,No,No
7927-AUXBZ,Yes,No,Yes,No,No,No,Yes,Yes,No
7619-ODSGN,Yes,Yes,Yes,Yes,No,No,No,No,No
2482-CZGBB,Yes,No,Yes,No,No,No,No,No,No
6204-IEUXJ,Yes,No,Yes,No,No,Yes,Yes,No,No
0320-JDNQG,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
7180-PISOG,Yes,Yes,Yes,No,No,No,No,No,No
3211-ILJTT,Yes,No,Yes,No,No,No,No,No,No
0235-KGSLC,Yes,No,Yes,No,No,Yes,No,Yes,No
2884-GBPFB,Yes,No,Yes,No,No,No,No,No,No
5236-PERKL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2519-FAKOD,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
1323-OOEPC,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
4701-MLJPN,Yes,No,Yes,No,No,Yes,Yes,No,No
8931-GJJIQ,Yes,Yes,Yes,No,No,No,No,No,Yes
0203-HHYIJ,Yes,Yes,No,No,No,No,No,No,No
0407-BDJKB,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
4074-SJFFA,Yes,No,Yes,No,No,No,No,No,Yes
4910-GMJOT,Yes,Yes,Yes,No,No,No,No,Yes,Yes
4446-BZKHU,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
0137-OCGAB,Yes,Yes,Yes,No,Yes,No,No,No,No
7593-JNWRU,Yes,No,Yes,No,No,No,No,No,No
7341-LXCAF,Yes,Yes,Yes,No,No,No,No,No,No
9462-MJUAW,Yes,Yes,Yes,No,No,No,No,No,No
6857-VWJDT,Yes,Yes,Yes,No,No,No,No,Yes,Yes
5577-OTWWW,Yes,No,No,No,No,No,No,No,No
4404-HIBDJ,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
7295-JOMMD,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
6023-YEBUP,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
7209-JCUDS,Yes,No,Yes,No,No,Yes,No,Yes,Yes
3763-GCZHZ,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
4831-EOBFE,Yes,No,Yes,Yes,No,No,No,Yes,Yes
2002-MZHWP,Yes,No,No,No,No,No,No,No,No
2004-OCQXK,Yes,No,Yes,No,No,No,No,No,Yes
2672-HUYVI,Yes,No,Yes,No,No,No,No,Yes,Yes
0148-DCDOS,Yes,Yes,Yes,No,No,No,No,Yes,Yes
5696-QURRL,Yes,No,Yes,No,No,No,No,No,No
7854-EDSSA,Yes,Yes,Yes,Yes,Yes,No,No,No,No
8869-TORSS,Yes,No,Yes,Yes,No,Yes,Yes,No,No
1481-ZUWZA,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
7613-LLQFO,Yes,Yes,Yes,No,No,No,No,Yes,No
6127-ISGTU,Yes,Yes,Yes,No,No,No,No,Yes,No
8740-XLHDR,No,No,Yes,Yes,Yes,Yes,Yes,No,No
2858-MOFSQ,Yes,Yes,Yes,No,No,Yes,No,No,No
7005-CCBKV,Yes,No,Yes,No,Yes,No,No,No,Yes
2386-LAHRK,Yes,No,Yes,No,No,No,No,Yes,No
6032-IGALN,No,No,Yes,No,No,No,No,No,No
8809-RIHDD,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
2919-HBCJO,Yes,No,Yes,No,Yes,No,No,No,No
3030-YZADT,Yes,No,Yes,No,No,No,No,No,No
8393-DLHGA,Yes,No,Yes,No,Yes,No,No,Yes,Yes
2834-SPCJV,Yes,No,Yes,Yes,No,No,No,Yes,No
3523-QRQLL,Yes,No,Yes,No,Yes,No,No,Yes,Yes
4013-UBXWQ,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
5519-NPHVG,Yes,Yes,Yes,No,No,No,No,Yes,Yes
8849-GYOKR,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
0461-CVKMU,Yes,No,Yes,No,Yes,Yes,Yes,No,No
7786-WBJYI,Yes,Yes,Yes,No,Yes,No,No,No,No
0337-CNPZE,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
1513-XNPPH,Yes,No,Yes,No,No,Yes,Yes,No,Yes
6347-DCUIK,Yes,Yes,Yes,No,No,No,No,No,No
1120-BMWUB,Yes,No,Yes,No,Yes,No,Yes,No,No
9124-LHCJQ,Yes,Yes,Yes,No,No,No,No,No,Yes
2235-ZGKPT,Yes,Yes,Yes,No,No,No,No,No,No
3891-PUQOD,Yes,No,Yes,No,No,Yes,No,No,Yes
7526-BEZQB,Yes,Yes,Yes,No,No,No,No,Yes,Yes
4951-UKAAQ,Yes,Yes,Yes,No,Yes,No,No,No,Yes
2947-DOMLJ,Yes,No,Yes,Yes,No,No,No,No,No
4510-HIMLV,Yes,No,Yes,No,No,No,No,No,No
3834-XUIFC,Yes,Yes,Yes,No,No,No,No,No,Yes
3746-EUBYR,Yes,Yes,Yes,No,No,No,No,No,No
9474-PHLYD,Yes,No,Yes,No,No,Yes,No,No,Yes
7594-RQHXR,Yes,No,Yes,No,No,No,No,No,Yes
6331-EWIEB,Yes,Yes,Yes,No,No,No,No,Yes,No
3208-YPIOE,Yes,Yes,Yes,No,No,No,No,No,No
9986-BONCE,Yes,No,No,No,No,No,No,No,No
4083-EUGRJ,Yes,No,No,No,No,No,No,No,No
6410-LEFEN,Yes,No,Yes,No,No,No,No,No,No
5899-MQZZL,Yes,Yes,Yes,No,No,No,No,No,No
3144-AUDBS,Yes,No,Yes,No,No,No,Yes,No,No
1965-DDBWU,Yes,Yes,Yes,No,No,No,Yes,No,Yes
2391-SOORI,Yes,No,Yes,Yes,No,No,No,No,No
2645-QTLMB,Yes,No,Yes,No,Yes,No,No,Yes,Yes
0684-AOSIH,Yes,No,Yes,Yes,No,No,No,Yes,Yes
1725-IQNIY,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2930-UOTMB,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
2656-TABEH,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
5089-IFSDP,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1396-QWFBJ,Yes,No,Yes,No,Yes,No,No,No,No
7359-PTSXY,Yes,No,Yes,No,No,No,No,No,No
5759-RCVCB,No,No,Yes,No,No,No,No,Yes,No
6372-RFVNS,Yes,No,Yes,No,No,No,No,Yes,No
8515-OCTJS,Yes,Yes,No,No,No,No,No,No,No
8868-WOZGU,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
7625-XCQRH,Yes,Yes,Yes,No,No,No,No,No,No
2565-JSLRY,Yes,Yes,No,No,No,No,No,No,No
2984-MIIZL,Yes,No,Yes,No,No,Yes,No,No,No
3329-WDIOK,No,No,Yes,No,Yes,No,No,Yes,Yes
2873-ZLIWT,Yes,Yes,Yes,No,No,Yes,Yes,No,No
3415-TAILE,Yes,No,Yes,No,No,No,No,Yes,Yes
1915-IOFGU,Yes,No,Yes,No,No,No,No,No,No
4282-YMKNA,Yes,Yes,Yes,No,No,No,No,No,No
2876-VBBBL,Yes,No,No,No,No,No,No,No,No
2748-MYRVK,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
4229-CZMLL,Yes,Yes,Yes,No,No,No,No,No,No
3663-MITLP,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
9025-ZRPVR,Yes,No,No,No,No,No,No,No,No
3737-GCSPV,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
3519-ZKXGG,Yes,Yes,Yes,No,No,No,No,No,No
3066-RRJIO,Yes,No,Yes,No,No,No,No,No,No
1567-DSCIC,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
9170-CCKOU,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
3814-MLAXC,Yes,Yes,Yes,No,No,No,Yes,No,No
1226-UDFZR,Yes,No,Yes,No,Yes,No,No,No,No
2187-LZGPL,No,No,Yes,No,Yes,No,No,No,Yes
1455-ESIQH,Yes,No,Yes,No,No,No,No,Yes,Yes
6121-VZNQB,Yes,No,No,No,No,No,No,No,No
2592-SEIFQ,No,No,Yes,No,No,No,No,No,No
8642-GVWRF,Yes,No,Yes,No,Yes,Yes,No,No,No
3400-ESFUW,Yes,No,Yes,Yes,Yes,No,Yes,No,No
2057-ZBLPD,Yes,Yes,Yes,No,No,No,No,No,Yes
9837-BMCLM,Yes,No,Yes,No,No,No,No,Yes,No
0137-UDEUO,Yes,No,No,No,No,No,No,No,No
6087-MVHJH,Yes,Yes,Yes,No,No,Yes,No,No,Yes
6711-FLDFB,Yes,Yes,Yes,No,No,No,No,No,No
1264-BYWMS,Yes,Yes,Yes,No,No,No,No,Yes,Yes
3934-HXCFZ,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
9647-ERGBE,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
3428-XZMAZ,Yes,No,Yes,No,No,No,No,No,No
4290-BSXUX,Yes,Yes,Yes,No,No,No,Yes,No,No
4760-XOHVN,Yes,No,No,No,No,No,No,No,No
5219-YIPTK,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
3540-RZJYU,Yes,No,Yes,Yes,No,No,No,Yes,No
3393-FMZPV,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
6305-YLBMM,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
4274-OWWYO,Yes,No,Yes,No,Yes,No,No,No,No
0637-KVDLV,Yes,Yes,Yes,No,No,No,No,No,No
8740-CRYFY,Yes,No,Yes,No,No,No,No,Yes,No
1678-FYZOW,Yes,No,Yes,No,No,No,No,Yes,No
8627-EHGIP,No,No,Yes,No,Yes,Yes,No,Yes,Yes
0607-DAAHE,Yes,No,No,No,No,No,No,No,No
3721-CNEYS,Yes,No,Yes,No,No,No,No,No,No
8993-PHFWD,No,No,Yes,No,No,No,No,No,No
1565-RHDJD,Yes,Yes,Yes,No,Yes,Yes,No,No,No
6635-MYYYZ,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5378-IKEEG,No,No,Yes,No,No,No,No,Yes,No
6413-XKKPU,Yes,No,Yes,Yes,No,Yes,No,Yes,No
3669-LVWZB,No,No,Yes,No,Yes,No,No,Yes,Yes
3943-KDREE,Yes,Yes,Yes,No,No,No,No,No,No
9239-ZBZZV,No,No,Yes,No,No,Yes,No,Yes,Yes
8292-TYSPY,Yes,No,Yes,No,No,Yes,Yes,No,No
4140-WJAWW,Yes,No,No,No,No,No,No,No,No
6101-IMRMM,Yes,No,Yes,No,No,Yes,No,Yes,Yes
2955-PSXOE,Yes,No,No,No,No,No,No,No,No
5673-TIYIB,No,No,Yes,No,Yes,Yes,Yes,No,No
1602-IJQQE,Yes,Yes,Yes,No,No,No,No,No,No
1644-IRKSF,Yes,No,Yes,No,No,Yes,No,Yes,Yes
1383-EZRWL,Yes,No,No,No,No,No,No,No,No
5980-NOPLP,Yes,Yes,Yes,No,No,No,No,Yes,Yes
1902-XBTFB,Yes,No,Yes,No,Yes,Yes,No,Yes,No
8780-IXSTS,Yes,Yes,Yes,No,Yes,No,No,Yes,No
2082-CEFLT,Yes,No,Yes,No,No,No,No,No,No
1213-NGCUN,Yes,No,Yes,No,No,No,Yes,No,No
3521-SYVOR,Yes,No,Yes,No,No,No,No,Yes,Yes
5649-VUKMC,Yes,No,Yes,No,No,Yes,No,Yes,Yes
0877-SDMBN,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
9689-PTNPG,Yes,No,Yes,No,No,No,No,Yes,No
0843-WTBXE,Yes,Yes,Yes,No,No,No,No,Yes,No
1597-FZREH,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
6141-OOXUQ,Yes,No,No,No,No,No,No,No,No
7503-ZGUZJ,Yes,Yes,Yes,No,No,No,No,Yes,No
3803-KMQFW,Yes,No,No,No,No,No,No,No,No
4929-BSTRX,Yes,No,Yes,No,No,No,No,Yes,No
5271-YNWVR,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
4667-OHGKG,Yes,No,No,No,No,No,No,No,No
4818-DRBQT,Yes,Yes,Yes,No,Yes,No,No,No,No
1493-AMTIE,Yes,No,No,No,No,No,No,No,No
6424-ELEYH,Yes,Yes,Yes,No,No,No,No,No,No
4391-RESHN,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
0601-WZHJF,No,No,Yes,No,No,No,No,Yes,Yes
5196-SGOAK,Yes,No,Yes,No,Yes,No,No,No,No
9840-DVNDC,Yes,No,Yes,No,No,No,No,Yes,No
4817-QRJSX,Yes,Yes,Yes,No,Yes,No,No,No,No
3422-LYEPQ,Yes,No,Yes,No,No,No,No,No,No
9507-EXLTT,Yes,No,Yes,No,No,No,No,Yes,No
3538-WZPHD,No,No,Yes,No,Yes,No,No,No,No
8610-WFCJF,Yes,Yes,Yes,No,No,No,No,Yes,Yes
7881-INRLC,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
0117-LFRMW,No,No,Yes,Yes,Yes,Yes,No,No,No
6172-FECYY,Yes,Yes,Yes,No,No,No,No,Yes,No
4192-GORJT,Yes,No,Yes,No,No,Yes,No,Yes,Yes
7951-QKZPL,Yes,Yes,No,No,No,No,No,No,No
3640-PHQXK,Yes,Yes,Yes,No,No,Yes,No,No,Yes
9033-EOXWV,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
1522-VVDMG,Yes,No,Yes,No,Yes,No,Yes,Yes,No
9661-ACXBS,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
5095-AESKG,Yes,Yes,Yes,No,Yes,No,No,No,Yes
1871-MOWRM,Yes,No,Yes,Yes,No,No,Yes,No,No
0519-XUZJU,Yes,No,Yes,No,No,No,No,No,No
7568-PODML,No,No,Yes,No,No,No,No,Yes,Yes
3063-QFSZL,Yes,No,Yes,No,No,No,No,No,Yes
9249-FXSCK,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
3982-XWFZQ,Yes,Yes,Yes,No,No,No,No,No,No
6776-TLWOI,Yes,No,No,No,No,No,No,No,No
4077-CROMM,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
2842-JTCCU,Yes,No,Yes,No,No,No,No,No,No
8878-HMWBV,Yes,No,Yes,No,No,Yes,No,No,No
6615-ZGEDR,Yes,No,No,No,No,No,No,No,No
8079-XRJRS,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
7851-FLGGQ,No,No,Yes,No,Yes,No,Yes,No,Yes
3058-HJCUY,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
0807-ZABDG,Yes,No,Yes,Yes,No,No,Yes,No,No
5748-RNCJT,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
2100-BDNSN,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
0488-GSLFR,Yes,No,Yes,No,No,No,No,No,No
5708-EVONK,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
2754-VDLTR,Yes,Yes,Yes,No,No,No,No,Yes,Yes
5712-PTIWW,Yes,No,Yes,No,No,Yes,Yes,No,No
2856-HYAPG,Yes,No,Yes,No,No,No,No,No,No
1031-IIDEO,Yes,No,Yes,No,No,No,No,No,No
4701-AHWMW,No,No,Yes,No,No,Yes,Yes,Yes,Yes
4592-IWTJI,No,No,Yes,Yes,No,No,No,No,No
4662-EKDPQ,Yes,Yes,Yes,No,No,No,No,No,Yes
9259-PACGQ,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
2810-FTLEM,Yes,No,Yes,Yes,No,No,No,No,No
1925-TIBLE,Yes,Yes,Yes,No,No,No,No,Yes,No
1447-GIQMR,Yes,No,Yes,No,No,No,No,No,No
8182-PNAGI,Yes,No,Yes,No,No,No,Yes,No,No
2180-DXNEG,Yes,No,Yes,No,No,Yes,No,Yes,Yes
9863-JZAIC,Yes,No,Yes,No,No,No,No,Yes,No
2446-PLQVO,Yes,No,Yes,No,No,No,No,No,No
8784-CGILN,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
6618-RYATB,Yes,Yes,Yes,No,No,Yes,No,No,No
9079-YEXQJ,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
0402-CQAJN,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
4501-EQDRN,Yes,No,Yes,No,No,No,No,No,No
2990-HWIML,Yes,No,Yes,No,No,No,No,Yes,Yes
7603-USHJS,Yes,Yes,Yes,No,No,No,No,No,No
5876-HZVZM,Yes,No,Yes,Yes,Yes,No,No,No,No
5570-PTWEH,Yes,Yes,Yes,No,No,No,No,No,No
6394-MFYNG,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
8155-IBNHG,Yes,Yes,Yes,No,No,No,No,No,No
2108-XWMPY,No,No,Yes,Yes,Yes,No,No,No,No
6304-IJFSQ,Yes,No,Yes,No,Yes,No,No,No,No
1122-JWTJW,Yes,No,Yes,No,No,No,No,No,No
0639-TSIQW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
8012-SOUDQ,Yes,Yes,Yes,No,Yes,No,No,Yes,No
4667-QONEA,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
0191-ZHSKZ,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
1131-QQZEB,Yes,Yes,No,No,No,No,No,No,No
5046-NUHWD,No,No,Yes,Yes,No,Yes,No,No,Yes
4716-HHKQH,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
4847-TAJYI,Yes,No,Yes,No,No,No,No,Yes,Yes
3167-SNQPL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
5701-YVSVF,Yes,No,Yes,No,No,No,Yes,Yes,No
6035-BXTTY,Yes,No,Yes,No,Yes,No,Yes,No,No
4654-DLAMQ,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
3351-NGXYI,Yes,Yes,Yes,Yes,No,No,No,No,No
0224-RLWWD,Yes,No,Yes,No,No,No,No,No,No
3951-NJCVI,Yes,Yes,Yes,No,No,No,No,Yes,Yes
5628-RKIFK,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
3780-DDGSE,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
4109-CYRBD,Yes,Yes,Yes,No,No,No,No,No,No
1297-VQDRP,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
7025-WCBNE,Yes,Yes,Yes,No,Yes,No,Yes,No,No
6797-UCJHZ,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
6952-OMNWB,Yes,Yes,Yes,No,No,Yes,No,No,No
6919-ELBGL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7508-SMHXL,Yes,Yes,Yes,No,Yes,No,No,Yes,No
6630-UJZMY,Yes,Yes,Yes,No,No,No,No,Yes,No
8883-GRDWQ,Yes,No,Yes,Yes,No,No,Yes,No,No
2176-LVPNX,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1641-RQDAY,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
8089-UZWLX,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
1543-LLLFT,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
9220-ZNKJI,Yes,No,Yes,No,No,Yes,Yes,Yes,No
5651-WYIPH,Yes,No,Yes,No,Yes,No,No,No,No
9290-SHCMB,Yes,No,Yes,No,No,Yes,No,Yes,Yes
2277-BKJKN,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
8016-ZMGMO,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
2811-POVEX,Yes,No,Yes,No,Yes,Yes,No,No,Yes
7905-NJMXS,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
9957-YODKZ,Yes,Yes,Yes,No,No,Yes,No,No,No
3223-DWFIO,Yes,No,Yes,No,No,No,No,No,No
0993-OSGPT,Yes,No,Yes,No,Yes,Yes,Yes,No,No
9906-NHHVC,No,No,Yes,No,Yes,Yes,No,Yes,Yes
6374-NTQLP,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5935-FCCNB,Yes,Yes,Yes,No,No,No,No,Yes,Yes
9705-IOVQQ,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
2070-XYMFH,Yes,Yes,Yes,No,No,Yes,No,No,No
7105-MXJLL,Yes,No,Yes,No,No,Yes,No,No,Yes
1636-NTNCO,No,No,Yes,No,Yes,No,No,Yes,Yes
1845-CSBRZ,Yes,Yes,Yes,No,No,No,No,Yes,No
8309-IEYJD,Yes,No,Yes,No,No,No,No,No,No
7361-YPXFS,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
6557-BZXLQ,Yes,No,Yes,No,No,No,No,No,No
7375-WMVMT,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
7322-OCWHC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
5732-IKGQH,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
9168-INPSZ,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
9796-MVYXX,No,No,Yes,Yes,No,Yes,Yes,No,No
2573-GYRUU,Yes,Yes,Yes,No,No,Yes,No,No,Yes
1197-BVMVG,Yes,Yes,Yes,No,No,No,No,No,No
9796-BPKIW,Yes,No,Yes,No,No,No,No,No,No
9137-NOQKA,Yes,No,No,No,No,No,No,No,No
6463-MVYRY,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
8628-MFKAX,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9508-ILZDG,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
4295-YURET,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
2452-KDRRH,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
2761-XECQW,No,No,Yes,No,Yes,Yes,No,No,Yes
7740-BTPUX,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
4176-RELJR,Yes,Yes,No,No,No,No,No,No,No
6860-YRJZP,Yes,Yes,Yes,No,No,No,No,No,No
9844-FELAJ,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
3629-ZNKXA,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
4827-LTQRJ,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1125-SNVCK,Yes,No,Yes,No,No,No,No,No,No
6773-LQTVT,No,No,Yes,No,Yes,Yes,No,No,No
3982-DQLUS,Yes,Yes,Yes,Yes,Yes,No,No,No,No
3756-VNWDH,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
2921-XWDJH,Yes,No,Yes,Yes,No,No,No,No,Yes
1568-BEKZM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6185-TASNN,Yes,No,Yes,No,No,No,No,No,No
1925-LFCZZ,No,No,Yes,No,No,Yes,No,Yes,Yes
9819-FBNSV,Yes,No,Yes,No,No,No,No,No,No
5699-BNCAS,Yes,Yes,No,No,No,No,No,No,No
5288-AHOUP,Yes,No,Yes,No,No,No,No,No,Yes
4415-WNGVR,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1080-BWSYE,Yes,Yes,No,No,No,No,No,No,No
3786-WOVKF,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
9278-VZKCD,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
